Round,a\b,G,C,P
Round 351
,G,1,1,30
,C,4,5,11
,P,34,5,9

Round 352
,G,0,1,36
,C,1,5,6
,P,41,8,2

Round 353
,G,3,5,32
,C,3,5,8
,P,32,7,5

Round 354
,G,0,1,43
,C,1,2,4
,P,44,5,0

Round 355
,G,0,0,32
,C,2,5,12
,P,40,9,0

Round 356
,G,1,4,39
,C,2,4,3
,P,42,4,1

Round 357
,G,2,3,38
,C,2,4,5
,P,39,5,2

Round 358
,G,1,1,44
,C,2,1,2
,P,46,3,0

Round 359
,G,1,1,43
,C,2,1,3
,P,47,2,0

Round 360
,G,2,1,44
,C,2,1,2
,P,45,3,0

Round 361
,G,2,0,41
,C,1,2,4
,P,46,3,1

Round 362
,G,2,1,40
,C,1,1,5
,P,46,4,0

Round 363
,G,2,0,39
,C,3,1,4
,P,41,6,4

Round 364
,G,0,2,43
,C,2,0,2
,P,46,3,2

Round 365
,G,2,0,39
,C,3,0,6
,P,42,7,1

Round 366
,G,3,0,35
,C,5,1,4
,P,39,6,7

Round 367
,G,2,1,32
,C,10,2,4
,P,40,4,5

Round 368
,G,2,0,44
,C,1,1,2
,P,46,1,3

Round 369
,G,2,0,44
,C,2,1,2
,P,46,2,1

Round 370
,G,1,2,36
,C,3,1,8
,P,42,7,0

Round 371
,G,6,2,37
,C,1,1,7
,P,39,5,2

Round 372
,G,1,1,42
,C,3,1,2
,P,45,2,3

Round 373
,G,2,0,36
,C,4,1,5
,P,44,3,5

Round 374
,G,3,0,38
,C,4,2,3
,P,43,5,2

Round 375
,G,3,1,39
,C,4,1,3
,P,42,4,3

Round 376
,G,4,0,30
,C,8,2,8
,P,37,7,4

Round 377
,G,0,0,41
,C,4,1,2
,P,44,4,4

Round 378
,G,1,0,39
,C,5,1,4
,P,43,6,1

Round 379
,G,4,0,36
,C,8,1,5
,P,38,6,2

Round 380
,G,0,0,36
,C,4,1,8
,P,42,8,1

Round 381
,G,0,0,17
,C,1,3,24
,P,35,18,2

Round 382
,G,3,0,14
,C,2,2,20
,P,36,12,11

Round 383
,G,4,1,12
,C,4,2,22
,P,34,11,10

Round 384
,G,0,0,13
,C,1,1,24
,P,36,14,11

Round 385
,G,0,0,13
,C,1,1,24
,P,36,14,11

Round 386
,G,0,1,14
,C,3,3,20
,P,34,16,9

Round 387
,G,0,2,10
,C,3,1,23
,P,36,12,13

Round 388
,G,6,0,13
,C,5,2,21
,P,30,15,8

Round 389
,G,0,0,12
,C,1,2,23
,P,37,13,12

Round 390
,G,0,2,16
,C,2,2,19
,P,35,14,10

Round 391
,G,1,1,13
,C,2,2,23
,P,34,16,8

Round 392
,G,3,0,12
,C,3,2,22
,P,35,14,9

Round 393
,G,0,0,15
,C,4,2,20
,P,36,14,9

Round 394
,G,0,1,19
,C,8,2,16
,P,35,11,8

Round 395
,G,1,1,11
,C,4,0,23
,P,35,13,12

Round 396
,G,0,0,21
,C,15,1,14
,P,36,8,5

Round 397
,G,0,0,13
,C,1,1,24
,P,36,14,11

Round 398
,G,3,0,16
,C,16,5,13
,P,33,12,2

Round 399
,G,3,1,17
,C,11,5,15
,P,34,11,3

Round 400
,G,2,0,5
,C,10,1,32
,P,27,20,3

Round 401
,G,2,0,44
,C,1,0,0
,P,48,0,5

Round 402
,G,3,1,29
,C,1,0,12
,P,50,2,2

Round 403
,G,2,1,13
,C,2,1,21
,P,54,3,3

Round 404
,G,1,2,27
,C,1,2,14
,P,45,7,1

Round 405
,G,0,0,8
,C,1,2,27
,P,59,1,2

Round 406
,G,4,1,42
,C,1,2,1
,P,46,2,1

Round 407
,G,2,3,37
,C,8,0,2
,P,41,2,5

Round 408
,G,1,2,17
,C,3,1,18
,P,56,0,2

Round 409
,G,4,0,41
,C,3,1,3
,P,45,1,2

Round 410
,G,2,2,37
,C,3,1,4
,P,44,5,2

Round 411
,G,3,1,42
,C,2,0,3
,P,47,2,0

Round 412
,G,2,1,5
,C,2,0,26
,P,58,1,5

Round 413
,G,1,2,43
,C,2,0,1
,P,47,1,3

Round 414
,G,0,2,39
,C,2,2,3
,P,46,3,3

Round 415
,G,0,0,34
,C,3,1,7
,P,52,0,3

Round 416
,G,4,2,41
,C,1,1,2
,P,46,3,0

Round 417
,G,1,1,41
,C,1,0,4
,P,51,1,0

Round 418
,G,2,2,42
,C,3,0,1
,P,46,1,3

Round 419
,G,2,1,44
,C,1,0,1
,P,48,1,2

Round 420
,G,1,2,45
,C,0,1,2
,P,46,2,1

Round 421
,G,1,0,44
,C,1,1,2
,P,46,2,3

Round 422
,G,0,0,48
,C,1,1,0
,P,49,0,1

Round 423
,G,2,0,45
,C,2,1,2
,P,48,0,0

Round 424
,G,1,1,46
,C,1,1,1
,P,48,0,1

Round 425
,G,0,0,46
,C,1,1,1
,P,49,1,1

Round 426
,G,2,1,45
,C,1,1,1
,P,48,0,1

Round 427
,G,1,0,32
,C,1,1,1
,P,48,0,16

Round 428
,G,2,0,33
,C,0,1,2
,P,46,2,14

Round 429
,G,1,2,45
,C,1,0,0
,P,48,0,3

Round 430
,G,1,1,47
,C,0,1,1
,P,49,0,0

Round 431
,G,4,0,40
,C,2,1,2
,P,45,1,5

Round 432
,G,1,0,46
,C,0,1,2
,P,48,1,1

Round 433
,G,2,0,27
,C,0,1,1
,P,48,0,21

Round 434
,G,0,0,25
,C,0,1,1
,P,50,0,23

Round 435
,G,2,0,46
,C,1,1,2
,P,48,0,0

Round 436
,G,1,2,41
,C,2,2,2
,P,46,2,2

Round 437
,G,1,0,45
,C,1,1,1
,P,49,0,2

Round 438
,G,1,0,46
,C,0,1,2
,P,48,1,1

Round 439
,G,3,0,48
,C,0,1,1
,P,47,0,0

Round 440
,G,1,0,44
,C,2,1,2
,P,46,1,3

Round 441
,G,2,0,18
,C,3,1,2
,P,46,0,28

Round 442
,G,1,0,19
,C,1,0,3
,P,49,1,26

Round 443
,G,2,0,24
,C,1,0,3
,P,48,1,21

Round 444
,G,1,0,26
,C,0,1,1
,P,50,0,21

Round 445
,G,0,1,17
,C,3,1,1
,P,48,0,29

Round 446
,G,0,0,20
,C,0,1,3
,P,48,1,27

Round 447
,G,2,0,19
,C,2,1,2
,P,47,1,26

Round 448
,G,0,0,26
,C,0,1,1
,P,54,0,18

Round 449
,G,0,0,33
,C,0,1,1
,P,55,0,10

Round 450
,G,0,0,32
,C,0,1,2
,P,53,1,11

Round 451
,G,0,0,26
,C,0,1,3
,P,54,1,15

Round 452
,G,1,0,25
,C,1,0,2
,P,52,0,19

Round 453
,G,3,0,25
,C,3,0,2
,P,49,0,18

Round 454
,G,0,0,20
,C,1,1,2
,P,48,2,26

Round 455
,G,3,0,18
,C,1,1,2
,P,46,1,28

Round 456
,G,1,0,27
,C,1,0,2
,P,51,2,16

Round 457
,G,3,0,8
,C,3,0,1
,P,47,0,38

Round 458
,G,0,0,5
,C,0,1,4
,P,46,4,40

Round 459
,G,2,0,4
,C,1,1,1
,P,48,0,43

Round 460
,G,0,0,17
,C,3,0,3
,P,48,4,25

Round 461
,G,3,0,6
,C,2,0,2
,P,46,1,40

Round 462
,G,0,0,14
,C,1,0,3
,P,47,4,31

Round 463
,G,4,0,44
,C,3,0,2
,P,45,0,2

Round 464
,G,2,2,45
,C,1,0,1
,P,48,0,1

Round 465
,G,1,0,25
,C,1,0,1
,P,49,0,23

Round 466
,G,0,0,21
,C,3,0,6
,P,45,5,20

Round 467
,G,0,0,27
,C,2,1,2
,P,47,0,21

Round 468
,G,0,0,26
,C,0,1,2
,P,48,1,22

Round 469
,G,0,0,26
,C,2,0,3
,P,48,2,19

Round 470
,G,0,0,21
,C,4,0,7
,P,43,6,19

Round 471
,G,4,0,30
,C,4,0,3
,P,45,0,14

Round 472
,G,1,1,32
,C,2,0,1
,P,47,2,14

Round 473
,G,1,0,25
,C,1,0,1
,P,49,0,23

Round 474
,G,1,1,26
,C,2,1,3
,P,46,2,18

Round 475
,G,0,0,23
,C,1,1,3
,P,48,1,23

Round 476
,G,0,0,25
,C,1,0,1
,P,50,0,23

Round 477
,G,1,0,44
,C,2,0,2
,P,47,1,3

Round 478
,G,0,0,46
,C,2,0,2
,P,48,2,0

Round 479
,G,1,0,8
,C,3,2,2
,P,47,1,36

Round 480
,G,0,0,8
,C,2,0,3
,P,48,3,36

Round 481
,G,0,1,31
,C,3,0,2
,P,48,0,15

Round 482
,G,10,0,28
,C,0,1,6
,P,42,5,8

Round 483
,G,11,0,22
,C,1,2,13
,P,39,10,2

Round 484
,G,8,2,21
,C,1,2,10
,P,40,7,9

Round 485
,G,3,0,39
,C,1,1,5
,P,46,3,2

Round 486
,G,0,1,43
,C,0,5,2
,P,44,1,4

Round 487
,G,16,0,29
,C,0,1,1
,P,40,0,13

Round 488
,G,8,1,29
,C,1,1,4
,P,39,8,9

Round 489
,G,13,1,25
,C,1,1,3
,P,40,3,13

Round 490
,G,11,2,26
,C,0,2,3
,P,41,2,13

Round 491
,G,8,0,25
,C,1,1,9
,P,41,8,7

Round 492
,G,6,5,20
,C,0,2,11
,P,41,5,10

Round 493
,G,13,0,28
,C,2,1,1
,P,42,0,13

Round 494
,G,13,1,28
,C,0,1,2
,P,42,0,13

Round 495
,G,0,0,18
,C,0,1,17
,P,50,7,7

Round 496
,G,0,0,16
,C,0,2,16
,P,50,7,9

Round 497
,G,1,0,15
,C,0,1,16
,P,49,9,9

Round 498
,G,0,1,18
,C,1,1,15
,P,46,8,10

Round 499
,G,12,0,27
,C,1,1,2
,P,43,1,13

Round 500
,G,12,1,26
,C,0,1,2
,P,43,1,14

Round 501
,G,2,2,41
,C,1,1,2
,P,46,1,4

Round 502
,G,1,2,35
,C,1,0,5
,P,47,4,5

Round 503
,G,1,1,20
,C,1,0,10
,P,49,8,10

Round 504
,G,1,0,19
,C,1,0,10
,P,48,10,11

Round 505
,G,4,4,17
,C,5,4,10
,P,43,5,8

Round 506
,G,9,3,17
,C,4,11,2
,P,34,4,16

Round 507
,G,8,1,17
,C,8,10,3
,P,35,3,15

Round 508
,G,8,1,16
,C,5,11,2
,P,35,5,17

Round 509
,G,0,1,20
,C,2,0,11
,P,48,9,9

Round 510
,G,0,0,19
,C,1,1,9
,P,45,11,14

Round 511
,G,2,1,19
,C,1,2,10
,P,48,7,10

Round 512
,G,0,0,16
,C,3,1,15
,P,45,11,9

Round 513
,G,0,0,20
,C,11,0,10
,P,40,9,10

Round 514
,G,7,4,21
,C,6,9,5
,P,37,3,8

Round 515
,G,2,0,20
,C,1,0,10
,P,48,10,9

Round 516
,G,0,2,16
,C,0,0,11
,P,45,9,17

Round 517
,G,0,0,26
,C,3,0,8
,P,47,8,8

Round 518
,G,1,0,19
,C,1,0,12
,P,47,11,9

Round 519
,G,3,2,15
,C,12,2,5
,P,41,6,14

Round 520
,G,4,1,16
,C,13,4,2
,P,39,6,15

Round 521
,G,1,0,17
,C,1,0,11
,P,45,9,16

Round 522
,G,2,0,11
,C,2,0,12
,P,43,11,19

Round 523
,G,1,8,20
,C,2,0,9
,P,43,1,16

Round 524
,G,1,0,45
,C,1,0,3
,P,48,2,0

Round 525
,G,2,0,43
,C,1,0,5
,P,46,3,0

Round 526
,G,1,2,34
,C,0,1,10
,P,44,4,4

Round 527
,G,1,1,37
,C,1,0,4
,P,46,4,6

Round 528
,G,0,0,23
,C,1,0,9
,P,45,9,13

Round 529
,G,2,0,6
,C,2,1,13
,P,41,12,23

Round 530
,G,2,1,16
,C,3,2,11
,P,36,17,12

Round 531
,G,1,3,37
,C,1,0,5
,P,46,2,5

Round 532
,G,1,0,39
,C,1,0,7
,P,46,5,1

Round 533
,G,1,1,40
,C,3,0,2
,P,43,5,5

Round 534
,G,0,0,44
,C,1,0,4
,P,48,2,1

Round 535
,G,1,0,16
,C,1,0,11
,P,41,16,14

Round 536
,G,0,2,15
,C,2,2,9
,P,40,14,16

Round 537
,G,1,7,16
,C,3,0,11
,P,39,9,14

Round 538
,G,0,6,17
,C,2,0,10
,P,41,11,13

Round 539
,G,1,5,15
,C,1,0,12
,P,41,11,14

Round 540
,G,4,6,15
,C,1,2,10
,P,38,9,15

Round 541
,G,0,0,22
,C,0,0,1
,P,44,11,22

Round 542
,G,1,0,20
,C,0,0,1
,P,44,11,23

Round 543
,G,1,1,21
,C,0,0,2
,P,44,9,22

Round 544
,G,0,0,21
,C,0,0,3
,P,45,10,21

Round 545
,G,0,0,20
,C,0,0,1
,P,45,11,23

Round 546
,G,2,2,20
,C,0,0,3
,P,43,12,18

Round 547
,G,1,0,22
,C,1,0,1
,P,44,10,21

Round 548
,G,0,2,21
,C,0,0,3
,P,43,10,21

Round 549
,G,4,1,22
,C,1,1,0
,P,42,8,21

Round 550
,G,0,0,23
,C,2,0,0
,P,46,11,18

Round 551
,G,0,0,23
,C,1,0,0
,P,44,12,20

Round 552
,G,0,2,26
,C,1,0,2
,P,47,7,15

Round 553
,G,1,6,17
,C,1,0,9
,P,47,4,15

Round 554
,G,0,9,15
,C,2,0,8
,P,46,1,19

Round 555
,G,0,1,22
,C,2,0,0
,P,56,2,17

Round 556
,G,1,0,21
,C,2,1,4
,P,42,13,16

Round 557
,G,0,0,17
,C,1,0,7
,P,43,15,17

Round 558
,G,0,1,16
,C,1,0,8
,P,42,15,17

Round 559
,G,0,0,18
,C,1,0,9
,P,41,17,14

Round 560
,G,0,0,18
,C,1,0,7
,P,43,15,16

Round 561
,G,1,7,15
,C,2,1,8
,P,44,2,20

Round 562
,G,0,5,25
,C,1,1,8
,P,45,9,6

Round 563
,G,1,7,20
,C,1,0,11
,P,44,9,7

Round 564
,G,0,8,20
,C,2,1,11
,P,41,10,7

Round 565
,G,0,4,16
,C,3,1,11
,P,42,12,11

Round 566
,G,0,5,16
,C,1,0,12
,P,44,12,10

Round 567
,G,2,7,17
,C,3,1,6
,P,43,6,15

Round 568
,G,1,4,14
,C,2,4,13
,P,41,11,10

Round 569
,G,3,0,21
,C,1,0,9
,P,46,12,8

Round 570
,G,2,7,14
,C,1,1,9
,P,42,9,15

Round 571
,G,1,10,15
,C,1,0,13
,P,45,5,10

Round 572
,G,1,3,19
,C,1,0,5
,P,52,4,15

Round 573
,G,2,6,19
,C,2,1,11
,P,47,5,7

Round 574
,G,1,6,20
,C,1,1,10
,P,49,5,7

Round 575
,G,1,1,19
,C,1,0,15
,P,44,16,3

Round 576
,G,2,2,18
,C,2,2,14
,P,43,14,3

Round 577
,G,0,9,19
,C,1,0,17
,P,45,9,0

Round 578
,G,2,7,18
,C,1,1,16
,P,44,9,2

Round 579
,G,0,7,10
,C,1,0,19
,P,46,10,7

Round 580
,G,0,8,12
,C,2,1,15
,P,44,10,8

Round 581
,G,4,1,36
,C,1,1,7
,P,45,5,0

Round 582
,G,3,1,35
,C,1,3,6
,P,45,5,1

Round 583
,G,3,2,41
,C,2,1,1
,P,47,0,3

Round 584
,G,2,0,47
,C,1,1,0
,P,48,0,1

Round 585
,G,3,1,43
,C,3,1,2
,P,45,2,0

Round 586
,G,3,1,39
,C,2,1,5
,P,44,4,1

Round 587
,G,4,3,30
,C,1,1,12
,P,44,4,1

Round 588
,G,4,2,38
,C,2,0,5
,P,44,3,2

Round 589
,G,0,4,35
,C,4,1,4
,P,48,2,2

Round 590
,G,1,3,38
,C,4,1,4
,P,44,3,2

Round 591
,G,2,1,38
,C,3,1,6
,P,46,3,0

Round 592
,G,4,2,35
,C,3,1,6
,P,41,6,2

Round 593
,G,1,1,41
,C,1,1,5
,P,48,2,0

Round 594
,G,2,1,43
,C,4,1,1
,P,44,4,0

Round 595
,G,3,4,30
,C,5,2,6
,P,42,3,5

Round 596
,G,3,8,26
,C,3,2,7
,P,38,7,6

Round 597
,G,3,8,21
,C,1,1,12
,P,42,3,9

Round 598
,G,2,3,33
,C,3,1,7
,P,42,5,4

Round 599
,G,2,2,38
,C,0,0,6
,P,49,2,1

Round 600
,G,3,3,42
,C,1,1,2
,P,46,1,1

Round 601
,G,0,12,16
,C,2,1,9
,P,43,2,15

Round 602
,G,0,0,28
,C,0,1,1
,P,56,0,14

Round 603
,G,0,7,23
,C,3,1,10
,P,42,7,7

Round 604
,G,0,0,32
,C,0,1,1
,P,55,0,11

Round 605
,G,7,6,31
,C,5,1,3
,P,35,5,7

Round 606
,G,3,2,43
,C,0,1,2
,P,47,0,2

Round 607
,G,3,1,45
,C,1,1,1
,P,45,1,2

Round 608
,G,3,4,33
,C,1,0,6
,P,44,4,5

Round 609
,G,1,2,42
,C,1,0,3
,P,47,2,2

Round 610
,G,2,6,24
,C,0,2,7
,P,42,7,10

Round 611
,G,0,8,20
,C,0,1,11
,P,41,10,9

Round 612
,G,2,3,36
,C,1,2,3
,P,45,6,2

Round 613
,G,1,13,26
,C,0,0,14
,P,40,6,0

Round 614
,G,0,11,23
,C,3,0,12
,P,37,7,7

Round 615
,G,0,10,19
,C,3,0,9
,P,38,10,11

Round 616
,G,2,11,18
,C,2,1,10
,P,38,9,9

Round 617
,G,2,7,30
,C,2,1,8
,P,40,6,4

Round 618
,G,2,5,31
,C,2,1,6
,P,42,7,4

Round 619
,G,0,14,21
,C,2,0,8
,P,40,3,12

Round 620
,G,0,7,30
,C,2,0,8
,P,43,4,6

Round 621
,G,0,0,48
,C,1,0,0
,P,50,1,0

Round 622
,G,3,1,45
,C,2,0,0
,P,48,0,1

Round 623
,G,15,1,21
,C,3,0,0
,P,47,5,8

Round 624
,G,0,2,42
,C,3,0,1
,P,48,1,3

Round 625
,G,0,2,31
,C,6,0,2
,P,40,13,6

Round 626
,G,0,7,34
,C,4,0,0
,P,38,15,2

Round 627
,G,2,0,42
,C,2,0,3
,P,48,2,1

Round 628
,G,1,0,21
,C,1,0,17
,P,49,10,1

Round 629
,G,1,3,40
,C,2,0,4
,P,47,2,1

Round 630
,G,2,4,36
,C,5,0,3
,P,41,6,3

Round 631
,G,2,1,43
,C,3,0,0
,P,47,1,3

Round 632
,G,0,0,48
,C,1,0,0
,P,50,1,0

Round 633
,G,0,2,39
,C,3,0,4
,P,49,3,0

Round 634
,G,1,17,34
,C,1,0,2
,P,41,3,1

Round 635
,G,1,10,12
,C,1,0,11
,P,44,0,21

Round 636
,G,2,9,35
,C,1,1,2
,P,42,5,3

Round 637
,G,2,0,42
,C,2,0,3
,P,49,1,1

Round 638
,G,2,2,44
,C,1,0,2
,P,48,1,0

Round 639
,G,0,10,22
,C,1,0,11
,P,45,2,9

Round 640
,G,2,5,37
,C,2,0,2
,P,45,4,3

Round 641
,G,0,9,12
,C,7,0,15
,P,44,5,8

Round 642
,G,1,8,24
,C,8,0,7
,P,32,19,1

Round 643
,G,0,2,24
,C,8,0,9
,P,35,22,0

Round 644
,G,0,2,24
,C,8,2,7
,P,35,22,0

Round 645
,G,0,1,28
,C,4,1,4
,P,42,19,1

Round 646
,G,0,0,35
,C,1,1,7
,P,47,7,2

Round 647
,G,0,0,27
,C,7,1,2
,P,37,19,7

Round 648
,G,1,0,32
,C,3,0,0
,P,44,20,0

Round 649
,G,0,0,31
,C,1,1,0
,P,48,18,1

Round 650
,G,1,0,27
,C,8,0,0
,P,36,20,8

Round 651
,G,1,0,21
,C,4,0,14
,P,43,14,3

Round 652
,G,2,0,43
,C,1,0,0
,P,48,5,1

Round 653
,G,0,0,25
,C,9,0,8
,P,33,25,0

Round 654
,G,1,0,15
,C,1,0,24
,P,49,10,0

Round 655
,G,1,0,24
,C,5,1,3
,P,40,18,8

Round 656
,G,0,0,26
,C,6,0,2
,P,39,18,9

Round 657
,G,1,2,5
,C,2,0,22
,P,47,11,10

Round 658
,G,1,0,5
,C,2,1,20
,P,46,15,10

Round 659
,G,0,1,27
,C,4,0,6
,P,44,18,0

Round 660
,G,0,2,42
,C,3,0,2
,P,45,6,0

Round 661
,G,1,0,36
,C,4,0,1
,P,44,11,3

Round 662
,G,0,2,37
,C,3,1,2
,P,46,4,5

Round 663
,G,1,0,45
,C,2,0,0
,P,47,3,2

Round 664
,G,0,0,45
,C,1,0,0
,P,50,4,0

Round 665
,G,2,0,41
,C,2,0,1
,P,46,5,3

Round 666
,G,0,0,48
,C,1,0,0
,P,50,1,0

Round 667
,G,2,0,44
,C,1,0,0
,P,48,3,2

Round 668
,G,0,0,48
,C,1,0,0
,P,50,1,0

Round 669
,G,1,0,46
,C,1,0,0
,P,49,2,1

Round 670
,G,0,2,44
,C,3,0,0
,P,49,2,0

Round 671
,G,0,1,45
,C,3,0,1
,P,47,3,0

Round 672
,G,0,1,47
,C,2,0,0
,P,49,1,0

Round 673
,G,1,0,41
,C,3,0,1
,P,45,6,3

Round 674
,G,1,0,45
,C,1,0,0
,P,49,3,1

Round 675
,G,0,0,41
,C,3,0,4
,P,45,7,0

Round 676
,G,1,1,44
,C,2,0,1
,P,48,2,1

Round 677
,G,2,1,40
,C,4,1,1
,P,44,5,2

Round 678
,G,1,1,43
,C,2,0,1
,P,48,3,1

Round 679
,G,1,0,43
,C,2,0,1
,P,46,5,2

Round 680
,G,0,1,46
,C,2,0,1
,P,49,0,1

Round 681
,G,0,1,12
,C,10,0,20
,P,36,18,3

Round 682
,G,0,2,30
,C,6,1,6
,P,49,4,2

Round 683
,G,4,0,7
,C,6,1,14
,P,51,9,8

Round 684
,G,3,1,16
,C,6,1,8
,P,43,12,10

Round 685
,G,3,1,39
,C,4,0,4
,P,47,2,0

Round 686
,G,0,1,41
,C,2,0,3
,P,48,3,2

Round 687
,G,0,0,45
,C,1,0,3
,P,49,2,0

Round 688
,G,1,0,40
,C,1,0,6
,P,48,3,1

Round 689
,G,0,0,32
,C,5,0,5
,P,49,6,3

Round 690
,G,3,3,31
,C,2,0,6
,P,45,6,4

Round 691
,G,1,0,14
,C,4,1,19
,P,46,12,3

Round 692
,G,2,1,12
,C,11,0,10
,P,51,12,1

Round 693
,G,1,1,44
,C,2,0,1
,P,48,2,1

Round 694
,G,0,0,1
,C,8,7,11
,P,49,10,14

Round 695
,G,1,0,22
,C,4,0,2
,P,47,11,13

Round 696
,G,1,1,24
,C,2,0,1
,P,49,12,10

Round 697
,G,3,2,31
,C,5,1,4
,P,44,5,5

Round 698
,G,0,2,44
,C,3,0,1
,P,49,1,0

Round 699
,G,6,0,12
,C,8,5,10
,P,46,10,3

Round 700
,G,0,1,21
,C,2,0,1
,P,52,8,15

Round 701
,G,5,2,10
,C,10,9,13
,P,39,12,0

Round 702
,G,12,1,2
,C,13,12,15
,P,19,25,1

Round 703
,G,7,0,7
,C,14,7,15
,P,20,28,2

Round 704
,G,2,1,15
,C,6,3,8
,P,37,24,4

Round 705
,G,4,1,15
,C,6,4,9
,P,37,22,2

Round 706
,G,7,0,8
,C,15,7,15
